"Lane","Block","Passes","Distance","Vehicle","Turn","GNDVI","LCI","NDRE","NDVI","OSAVI"
3,"B","4",15,"Standard","Right",0.635023194735249,0.222727896515222,0.148585772230187,0.722754653421566,0.46438066224599
3,"B","4",16,"Standard","Right",0.643349733396235,0.226264262736921,0.1504283702015,0.731834601191168,0.473584815601009
3,"B","4",17,"Standard","Right",0.632212481451243,0.217565301253547,0.146445985091265,0.703724997808969,0.442790654990065
3,"B","4",18,"Standard","Right",0.637123159837624,0.225409748371597,0.150004459789038,0.72905196090345,0.467930136079584
3,"B","4",19,"Standard","Right",0.648627129904206,0.232379822782241,0.15396305899947,0.7423924233527,0.478301946081924
3,"B","4",20,"Standard","Right",0.661882072592658,0.240051391910722,0.15837888252217,0.756061975938378,0.501480658260206
3,"B","4",21,"Standard","Right",0.672390325630898,0.239089078592969,0.15778958472053,0.755264633517531,0.492709021333728
3,"B","4",22,"Standard","Right",0.656912528435637,0.233586740337992,0.154925490449663,0.742212126967492,0.480995367969351
3,"B","4",23,"Standard","Right",0.634462543724026,0.215210298565852,0.143877818877557,0.711116227793609,0.459332028707274
3,"B","4",24,"Standard","Right",0.636800932635838,0.21018765488633,0.140455284550102,0.706931363776669,0.452019351601923
3,"B","4",25,"Standard","Right",0.64502049008318,0.218703214247099,0.145465430227604,0.722397741588987,0.467398905079685
3,"B","4",26,"Standard","Left",0.632623854685943,0.216793239667576,0.144309396802608,0.719137762752341,0.452131539612703
3,"B","4",27,"Standard","Left",0.615551063970888,0.21703977761839,0.147100530892874,0.69324102036335,0.423147964234361
3,"B","4",28,"Standard","Left",0.613272026612397,0.217646634617589,0.147850166880564,0.691448154794504,0.409037373189724
3,"B","4",29,"Standard","Left",0.612001775262939,0.213123599604241,0.143800896543558,0.696170167072424,0.418553044589093
3,"B","4",30,"Standard","Left",0.609525025731694,0.216595209319927,0.148142669203398,0.679987971388953,0.416524997572924
3,"B","4",31,"Standard","Left",0.601287885384619,0.207776471117032,0.143152045419857,0.660629826005287,0.409126396082253
3,"B","4",32,"Standard","Left",0.612213339802972,0.207510100906111,0.141870821889573,0.670719847555053,0.421458620347102
3,"B","4",33,"Standard","Left",0.616583718483113,0.21138295574995,0.144596205245179,0.673090820065055,0.43231401511063
3,"B","4",34,"Standard","Left",0.600575430909268,0.205186025551364,0.141778500339245,0.651714537261723,0.409404163554743
3,"B","4",35,"Standard","Left",0.59905327881577,0.204902559898365,0.141581431531447,0.650864945724105,0.404710463663711
3,"B","4",36,"Standard","Left",0.628992241493918,0.216309078493176,0.146943888231504,0.6881126538622,0.440495701552997
3,"B","4",37,"Standard","Left",0.632654116189632,0.21850498748235,0.148250639072725,0.688608971385668,0.442743122637346
3,"B","4",38,"Standard","Left",0.642635121331792,0.237346940996512,0.159933718638019,0.719094937221799,0.459868176835636
3,"B","4",39,"Standard","Straight",0.589966531766155,0.200661073071661,0.138706857804324,0.64948468861417,0.398970724639363
3,"B","4",40,"Standard","Straight",0.570338415236431,0.191219976863645,0.13447850944769,0.613932327374416,0.383543451729364
3,"B","4",41,"Standard","Straight",0.571240922624709,0.197092759218651,0.138238260500006,0.622503152122244,0.370366642768123
3,"B","4",42,"Standard","Straight",0.596975410063921,0.210776034242263,0.145311728050459,0.661142154674247,0.403029034887436
3,"B","4",43,"Standard","Right",0.595266467308267,0.207866906678406,0.143779823570979,0.653188125235108,0.398671284688628
3,"B","4",44,"Standard","Right",0.609539090512174,0.214019897589902,0.146924927775383,0.670563735888723,0.41467510014088
3,"B","4",45,"Standard","Right",0.621279543372388,0.220674803252209,0.150411465330911,0.68720167721271,0.422721475999651
3,"B","4",46,"Standard","Right",0.632699953729391,0.231871705392484,0.157203097491348,0.706269896133694,0.444316268859544
3,"B","4",47,"Standard","Right",0.61884509423173,0.21488603805924,0.146049802907483,0.685680362654729,0.428180343698339
3,"B","4",48,"Standard","Right",0.639907041727974,0.229110320929224,0.154096352137805,0.715323641940036,0.453563566414558
3,"B","4",49,"Standard","Straight",0.656659819254663,0.249360218742477,0.168219262338572,0.730018619660746,0.472566493532528
3,"B","4",50,"Standard","Straight",0.616408029362855,0.214260375637207,0.147139524179807,0.668627951039258,0.425320635398527
3,"B","4",51,"Standard","Straight",0.64487748312426,0.235545902635331,0.159572332209723,0.710820405135643,0.465513848313866
3,"B","4",52,"Standard","Straight",0.635739891830505,0.224515707494689,0.152597014655434,0.695003018826236,0.444542471646127
3,"B","4",53,"Standard","Straight",0.605412448616005,0.206849669557259,0.142075779257354,0.661490010652898,0.418490272548281
3,"B","4",54,"Standard","Straight",0.61044719269754,0.205321882941269,0.141944640708479,0.651486267077908,0.411488129106501
3,"B","4",55,"Standard","Straight",0.622440171718696,0.22160416660336,0.15152636394508,0.683914504853879,0.422798588954658
3,"B","4",56,"Standard","Straight",0.630336759934309,0.22040734998226,0.151026557780979,0.678576212268578,0.423359196728909
3,"B","4",57,"Standard","Straight",0.622744318954857,0.215255749311287,0.147529979472762,0.674572483886736,0.424592755002154
3,"B","4",58,"Standard","Straight",0.640294394991529,0.224758966688074,0.151651706376703,0.705664622585251,0.447257418430862
3,"B","4",59,"Standard","Straight",0.630234069900769,0.228711341216206,0.154647980232011,0.707843045921137,0.440756741195737
3,"B","4",60,"Standard","Straight",0.633288538196932,0.229387074842203,0.155369263887584,0.706655355222083,0.43447032713248
4,"B","2",1,"KXI","Straight",0.62646470712147,0.218030521448741,0.146524465000661,0.707351236295005,0.443866925348961
4,"B","2",2,"KXI","Straight",0.622006668486265,0.215245162622857,0.144728622240023,0.70475323281326,0.436708889459831
4,"B","2",3,"KXI","Straight",0.624391240814547,0.215657143146187,0.145786748216591,0.69776640084026,0.433400573022161
4,"B","2",4,"KXI","Straight",0.60423092965599,0.212574272422339,0.146597742613828,0.667935991759411,0.409427743623431
4,"B","2",5,"KXI","Straight",0.606249850204771,0.210773889994213,0.144161290081356,0.677143265125293,0.412980950168504
