Block,Lane,Passes,Vehicle,Water,Distance,GNDVI,LCI,NDRE,NDVI,OSAVI
C,12,NA,Control,NA,1,0.66237109,0.299611625,0.206672298,0.748236753,0.490699029
C,12,NA,Control,NA,2,0.638714665,0.286884091,0.202754721,0.698384404,0.440958853
C,12,NA,Control,NA,3,0.655425405,0.302008763,0.210242476,0.738182796,0.47661094
C,12,NA,Control,NA,4,0.62922757,0.289832403,0.207802685,0.683278786,0.435228553
C,12,NA,Control,NA,5,0.684003046,0.333653148,0.235111605,0.751459539,0.485796112
C,12,NA,Control,NA,6,0.69839624,0.35001174,0.24558291,0.775184674,0.473397937
C,12,NA,Control,NA,7,0.663856693,0.314229425,0.2233905,0.720642804,0.435519141
C,12,NA,Control,NA,8,0.591437022,0.263208068,0.19847246,0.584400293,0.338462009
C,12,NA,Control,NA,9,0.646397799,0.295842766,0.211513709,0.690816663,0.433700717
C,12,NA,Control,NA,10,0.651552386,0.303681428,0.218050912,0.696444363,0.432265857
C,12,NA,Control,NA,11,0.659997765,0.314342136,0.225484479,0.708359544,0.431008718
C,12,NA,Control,NA,12,0.670720135,0.31838062,0.226424069,0.721865974,0.447215266
C,12,NA,Control,NA,13,0.661372522,0.313001545,0.222055604,0.722595947,0.462144042
C,12,NA,Control,NA,14,0.647357152,0.300665298,0.215598935,0.695644367,0.435812204
C,12,NA,Control,NA,15,0.637033758,0.286824896,0.207141583,0.670020555,0.420412209
C,12,NA,Control,NA,16,0.622874978,0.274316928,0.199950598,0.646030556,0.401379371
C,12,NA,Control,NA,17,0.629793857,0.285460977,0.208485903,0.653539182,0.39689461
C,12,NA,Control,NA,18,0.622684422,0.28057079,0.202473756,0.665461872,0.395713267
C,12,NA,Control,NA,19,0.585460092,0.251426918,0.18960429,0.577149642,0.336896299
C,12,NA,Control,NA,20,0.60806504,0.264785867,0.192767937,0.638866472,0.382795886
C,12,NA,Control,NA,21,0.604353893,0.274145101,0.201654277,0.63409948,0.365889055
C,12,NA,Control,NA,22,0.632287496,0.290638003,0.214309805,0.642858634,0.413598806
C,12,NA,Control,NA,23,0.60279678,0.277465968,0.203902208,0.628542537,0.379825347
C,12,NA,Control,NA,24,0.576696378,0.24602561,0.186955603,0.561668231,0.339030074
C,12,NA,Control,NA,25,0.594574142,0.258936258,0.192674607,0.602965775,0.368939568
C,12,NA,Control,NA,26,0.634854372,0.2917244,0.212088646,0.667292486,0.409475379
C,12,NA,Control,NA,27,0.656611307,0.311355241,0.222512579,0.709303547,0.432121845
C,12,NA,Control,NA,28,0.589108832,0.258189539,0.192036941,0.601081215,0.338171613
C,12,NA,Control,NA,29,0.564070697,0.244135706,0.186580406,0.553015884,0.301497291
C,12,NA,Control,NA,30,0.557317916,0.241248038,0.182175252,0.561247963,0.322383911
B,13,30,KXI,W,1,0.394032408,0.133007444,0.112373702,0.313411844,0.186284858
B,13,30,KXI,W,2,0.409605998,0.14648992,0.122261346,0.340365759,0.200058892
B,13,30,KXI,W,3,0.393156102,0.134505134,0.111889264,0.32878259,0.194795218
B,13,30,KXI,W,4,0.386913034,0.133095641,0.110718043,0.32762234,0.190577015
B,13,30,KXI,W,5,0.404826298,0.149868761,0.124199573,0.352253405,0.201788919
B,13,30,KXI,W,6,0.405261883,0.152786915,0.126535409,0.355198507,0.191600408
B,13,30,KXI,W,7,0.450860958,0.178094635,0.145368321,0.402112121,0.229116676
B,13,30,KXI,W,8,0.44342999,0.178641467,0.147164622,0.388353634,0.223211211
B,13,30,KXI,W,9,0.44610194,0.17968587,0.147073569,0.398581424,0.224429739
B,13,30,KXI,W,10,0.439404401,0.173146215,0.142911273,0.38206296,0.229640422
B,13,30,KXI,W,11,0.43092185,0.177679255,0.146803871,0.382499026,0.212221732
B,13,30,KXI,W,12,0.464712554,0.196683277,0.15923117,0.429930612,0.240234745
B,13,30,KXI,W,13,0.461434548,0.194007937,0.157653967,0.419599599,0.235285908
B,13,30,KXI,W,14,0.473364721,0.211963459,0.17065155,0.446036061,0.253350503
B,13,30,KXI,W,15,0.461381722,0.198737567,0.165140873,0.399299913,0.23274999
B,13,30,KXI,W,16,0.447575093,0.195981113,0.160607479,0.407388732,0.222171576
B,13,30,KXI,W,17,0.463247142,0.200912179,0.163398721,0.426994079,0.232703143
B,13,30,KXI,W,18,0.468701404,0.202161488,0.160797359,0.452872712,0.24700535
B,13,30,KXI,W,19,0.47443165,0.205556153,0.161085051,0.473667059,0.253692827
B,13,30,KXI,W,20,0.514018005,0.235344413,0.179371765,0.543353821,0.288395945
B,13,30,KXI,W,21,0.493541133,0.208296063,0.164780681,0.469649132,0.282694836
B,13,30,KXI,W,22,0.458900482,0.19314236,0.156840227,0.420990972,0.242397925
B,13,30,KXI,W,23,0.460452938,0.197843247,0.161663028,0.419906337,0.230672535
B,13,30,KXI,W,24,0.45774516,0.187020175,0.152795549,0.408600225,0.237414282
B,13,30,KXI,W,25,0.460931023,0.192874766,0.156100965,0.425203114,0.24311395
B,13,30,KXI,W,26,0.488497552,0.210278223,0.167789065,0.458819149,0.272332863
B,13,30,KXI,W,27,0.479885325,0.206974458,0.167680931,0.439357254,0.261893909
B,13,30,KXI,W,28,0.477454224,0.203348729,0.166102131,0.426423497,0.250750842
B,13,30,KXI,W,29,0.452518921,0.186065605,0.156331622,0.374636799,0.228484975
B,13,30,KXI,W,30,0.448519518,0.18309932,0.154647441,0.36597238,0.22308992
B,14,1,KXI,W,1,0.561990503,0.238561007,0.180000824,0.562043823,0.302253198
B,14,1,KXI,W,2,0.571135062,0.249794969,0.187815175,0.579418759,0.31011769
B,14,1,KXI,W,3,0.568631485,0.247503461,0.186246136,0.575549609,0.311241278
B,14,1,KXI,W,4,0.576098514,0.249380058,0.186348338,0.582053651,0.340528605
B,14,1,KXI,W,5,0.515469678,0.208669328,0.163119572,0.486897173,0.290578133
B,14,1,KXI,W,6,0.52144809,0.209440515,0.162181974,0.500265169,0.291776879
B,14,1,KXI,W,7,0.52134492,0.213157365,0.165733001,0.497727556,0.278813814
B,14,1,KXI,W,8,0.537740277,0.224212422,0.172617347,0.523653001,0.28225172
B,14,1,KXI,W,9,0.551475797,0.236195741,0.180107843,0.546993477,0.292640826
B,14,1,KXI,W,10,0.531822953,0.224979006,0.175414438,0.506260876,0.284869085
B,14,1,KXI,W,11,0.506102942,0.213445736,0.169570276,0.469276214,0.263717616
B,14,1,KXI,W,12,0.50706674,0.217189739,0.171280374,0.483174957,0.249344998
B,14,1,KXI,W,13,0.496243089,0.207376752,0.168185916,0.438697309,0.230801665
B,14,1,KXI,W,14,0.49816765,0.209488048,0.168928393,0.447067275,0.23412708
B,14,1,KXI,W,15,0.504636305,0.217167286,0.172511759,0.46988459,0.245021633
B,14,1,KXI,W,16,0.513142644,0.220098669,0.171780669,0.498616253,0.264507639
B,14,1,KXI,W,17,0.487851887,0.209343285,0.166370268,0.464483591,0.245414922
B,14,1,KXI,W,18,0.517107289,0.226713255,0.1755469,0.512331816,0.273079826
B,14,1,KXI,W,19,0.531968246,0.227049993,0.172346987,0.538314756,0.294563958
B,14,1,KXI,W,20,0.462896318,0.188492982,0.152784188,0.419383913,0.226696893
B,14,1,KXI,W,21,0.473561603,0.19359734,0.156247604,0.429965796,0.228723735
B,14,1,KXI,W,22,0.509771371,0.213907688,0.166796678,0.494271122,0.266488218
B,14,1,KXI,W,23,0.527782545,0.223894853,0.171181939,0.531153096,0.287228468
B,14,1,KXI,W,24,0.522146808,0.224017701,0.172524083,0.521722665,0.299339176
B,14,1,KXI,W,25,0.534631002,0.230294996,0.176265085,0.532666172,0.313167254
B,14,1,KXI,W,26,0.574809362,0.252772178,0.1869979,0.603395268,0.360328536
B,14,1,KXI,W,27,0.554384636,0.239785988,0.181509645,0.559960569,0.348669295
B,14,1,KXI,W,28,0.531192075,0.234135699,0.181974398,0.518922819,0.304292906
B,14,1,KXI,W,29,0.506018164,0.222463237,0.17507519,0.489511019,0.2729324
B,14,1,KXI,W,30,0.53256866,0.233678,0.183578872,0.505251493,0.293174409
B,12,1,Standard,A,1,0.497886124,0.195937378,0.151459189,0.489686499,0.240574071
B,12,1,Standard,A,2,0.516621889,0.206541356,0.155441968,0.535812646,0.26226796
B,12,1,Standard,A,3,0.54164241,0.214673171,0.156329296,0.589516193,0.317484921
B,12,1,Standard,A,4,0.545569829,0.223856951,0.162447381,0.601778785,0.318473146
B,12,1,Standard,A,5,0.537013195,0.220624773,0.161739228,0.582750876,0.322821845
B,12,1,Standard,A,6,0.566280424,0.239882624,0.173878431,0.61527317,0.342111627
B,12,1,Standard,A,7,0.559020428,0.238291878,0.174106609,0.60182914,0.329049344
B,12,1,Standard,A,8,0.561365695,0.241557511,0.176500509,0.609124881,0.319415396
B,12,1,Standard,A,9,0.604943192,0.272075835,0.191758556,0.689290817,0.346004395
B,12,1,Standard,A,10,0.647005502,0.29974008,0.207342351,0.746810666,0.418035483
B,12,1,Standard,A,11,0.64532267,0.295362306,0.204752599,0.739985743,0.428868421
B,12,1,Standard,A,12,0.597104053,0.266885882,0.190753498,0.663020214,0.372213236
B,12,1,Standard,A,13,0.611580801,0.27526394,0.194417694,0.689074551,0.384079806
B,12,1,Standard,A,14,0.547989352,0.232626035,0.172775258,0.576160261,0.333056769
B,12,1,Standard,A,15,0.486108675,0.205117438,0.16161863,0.472514572,0.259910149
B,12,1,Standard,A,16,0.492678931,0.210389218,0.164772565,0.484528717,0.256814605
B,12,1,Standard,A,17,0.4993607,0.213544826,0.165038345,0.505297701,0.256765056
B,12,1,Standard,A,18,0.518212314,0.215063299,0.165283057,0.516377861,0.279025046
B,12,1,Standard,A,19,0.557770681,0.240485907,0.180818189,0.566213506,0.310479862
B,12,1,Standard,A,20,0.551323834,0.242210573,0.184198626,0.556732567,0.296722305
B,12,1,Standard,A,21,0.524276287,0.225384059,0.177824496,0.492032308,0.281637064
B,12,1,Standard,A,22,0.539357839,0.234535969,0.181689985,0.525089974,0.284729918
B,12,1,Standard,A,23,0.560858634,0.245628515,0.187425453,0.553858247,0.311104636
B,12,1,Standard,A,24,0.52750782,0.229060109,0.18073864,0.494114502,0.267117428
B,12,1,Standard,A,25,0.571930073,0.25483929,0.193219435,0.572188102,0.331717674
B,12,1,Standard,A,26,0.551273558,0.25028552,0.194198316,0.533926979,0.293164884
B,12,1,Standard,A,27,0.531900841,0.239930814,0.192893414,0.483026075,0.251286123
B,12,1,Standard,A,28,0.531187728,0.231460731,0.186428644,0.471338365,0.272457634
B,12,1,Standard,A,29,0.521196603,0.232258619,0.189640788,0.454655821,0.236216896
B,12,1,Standard,A,30,0.527576869,0.236272691,0.192132481,0.463393839,0.243303346
B,11,NA,Control,NA,1,0.507197183,0.198769537,0.149974126,0.523266403,0.270759447
B,11,NA,Control,NA,2,0.51936301,0.20740458,0.155855437,0.536698546,0.284366326
B,11,NA,Control,NA,3,0.510497984,0.202564139,0.151822134,0.531114312,0.297850787
B,11,NA,Control,NA,4,0.496048938,0.197368367,0.150205719,0.509252918,0.265617768
B,11,NA,Control,NA,5,0.491344115,0.194629367,0.14842089,0.504302556,0.265711454
B,11,NA,Control,NA,6,0.528805945,0.216817552,0.161352228,0.558293997,0.307416472
B,11,NA,Control,NA,7,0.567471438,0.246277006,0.177813322,0.627473552,0.34408838
B,11,NA,Control,NA,8,0.565762096,0.245383037,0.177434217,0.624732627,0.341438921
B,11,NA,Control,NA,9,0.542947483,0.229921748,0.171853094,0.562398246,0.317706424
B,11,NA,Control,NA,10,0.521150563,0.219830132,0.168491856,0.523559098,0.278281246
B,11,NA,Control,NA,11,0.519355391,0.220878185,0.169793153,0.519923776,0.287745653
B,11,NA,Control,NA,12,0.562481403,0.254702024,0.18964993,0.592189622,0.331067484
B,11,NA,Control,NA,13,0.54522668,0.244556316,0.183762491,0.573195499,0.306700407
B,11,NA,Control,NA,14,0.561756596,0.260905979,0.194941788,0.595250196,0.316757803
B,11,NA,Control,NA,15,0.50101429,0.223680349,0.174082636,0.506034816,0.265934271
B,11,NA,Control,NA,16,0.501631214,0.214620221,0.166088685,0.504854277,0.266743651
B,11,NA,Control,NA,17,0.501158636,0.212543181,0.163885745,0.509088565,0.264738941
B,11,NA,Control,NA,18,0.517646556,0.217297242,0.167518958,0.511396173,0.289034252
B,11,NA,Control,NA,19,0.501442788,0.209945073,0.16409233,0.487255061,0.26549231
B,11,NA,Control,NA,20,0.535124087,0.224943486,0.170404483,0.542907651,0.311115191
B,11,NA,Control,NA,21,0.482575219,0.20706904,0.165947776,0.448993548,0.247849869
B,11,NA,Control,NA,22,0.514033676,0.218577392,0.172115548,0.486658116,0.269910378
B,11,NA,Control,NA,23,0.521173422,0.220914231,0.17446645,0.486262278,0.270783391
B,11,NA,Control,NA,24,0.52459716,0.22146663,0.174613763,0.487947825,0.272305676
B,11,NA,Control,NA,25,0.613578235,0.286109925,0.20896427,0.654258389,0.393692633
B,11,NA,Control,NA,26,0.619370979,0.295680818,0.218848957,0.644592866,0.37091472
B,11,NA,Control,NA,27,0.587445097,0.267237512,0.205676942,0.564517374,0.363763757
B,11,NA,Control,NA,28,0.524919042,0.229370764,0.188459615,0.445287951,0.274856896
B,11,NA,Control,NA,29,0.539678482,0.247023525,0.198305591,0.491608161,0.264308533
B,11,NA,Control,NA,30,0.567894143,0.260718209,0.204535116,0.533474408,0.299355922
B,10,1,KXI,A,1,0.486419583,0.181126375,0.13742353,0.498604129,0.266785041
B,10,1,KXI,A,2,0.481077963,0.178115818,0.135225101,0.493666421,0.259587457
B,10,1,KXI,A,3,0.537797063,0.221316044,0.160824697,0.596353911,0.308199098
B,10,1,KXI,A,4,0.508171167,0.197020163,0.146400339,0.541345453,0.276444192
B,10,1,KXI,A,5,0.519715909,0.200041747,0.146878593,0.562413735,0.286562447
B,10,1,KXI,A,6,0.511271417,0.202110697,0.15265753,0.525232157,0.273662139
B,10,1,KXI,A,7,0.516801643,0.214393004,0.162223909,0.533227776,0.265856505
B,10,1,KXI,A,8,0.531227718,0.230975056,0.170245162,0.583693935,0.278952473
B,10,1,KXI,A,9,0.549194899,0.229977544,0.167538312,0.598104346,0.340326027
B,10,1,KXI,A,10,0.526080096,0.214185106,0.158904859,0.561349668,0.287001088
B,10,1,KXI,A,11,0.517254723,0.215472074,0.163710081,0.53005321,0.277395847
B,10,1,KXI,A,12,0.500105351,0.208201515,0.1605357,0.505126149,0.241555887
B,10,1,KXI,A,13,0.508988144,0.210753405,0.162286611,0.509071687,0.255752657
B,10,1,KXI,A,14,0.478360052,0.194337547,0.152953696,0.464937004,0.22145873
B,10,1,KXI,A,15,0.526567055,0.219085349,0.162309418,0.568009241,0.261735217
B,10,1,KXI,A,16,0.518930062,0.212963529,0.15844753,0.557358201,0.27002886
B,10,1,KXI,A,17,0.523815841,0.217712677,0.163456396,0.549630021,0.281040263
B,10,1,KXI,A,18,0.512718811,0.21135696,0.162804077,0.505713975,0.267887867
B,10,1,KXI,A,19,0.491377713,0.197054111,0.15439511,0.47059717,0.253709217
B,10,1,KXI,A,20,0.518690694,0.219370449,0.168771845,0.517984066,0.260261354
B,10,1,KXI,A,21,0.527887631,0.224856245,0.174067066,0.51563318,0.285485011
B,10,1,KXI,A,22,0.52628147,0.227043659,0.173928172,0.52954666,0.261277024
B,10,1,KXI,A,23,0.548427249,0.236019589,0.178923508,0.554184451,0.299009709
B,10,1,KXI,A,24,0.555727942,0.23531408,0.174641291,0.582771158,0.3157669
B,10,1,KXI,A,25,0.54415423,0.22703176,0.173044143,0.539322808,0.306529805
B,10,1,KXI,A,26,0.529400068,0.222654417,0.174119569,0.500717624,0.291646835
B,10,1,KXI,A,27,0.508251764,0.215201912,0.173265601,0.454827178,0.251285892
B,10,1,KXI,A,28,0.498676562,0.208194203,0.169672219,0.432146218,0.238564704
B,10,1,KXI,A,29,0.512719111,0.213998176,0.170383478,0.469385306,0.261478275
B,10,1,KXI,A,30,0.532538432,0.228506921,0.178809875,0.506313576,0.288975719
B,9,1,Standard,W,1,0.451093884,0.16616163,0.131874591,0.424654231,0.205411883
B,9,1,Standard,W,2,0.460679936,0.17548681,0.138608812,0.438557357,0.213106998
B,9,1,Standard,W,3,0.467866291,0.180486853,0.143451387,0.437558879,0.205504434
B,9,1,Standard,W,4,0.467391776,0.183229556,0.145303608,0.443120645,0.201709545
B,9,1,Standard,W,5,0.508506577,0.207757383,0.158166595,0.518882914,0.237004972
B,9,1,Standard,W,6,0.513047527,0.204464523,0.157537842,0.501786692,0.265670142
B,9,1,Standard,W,7,0.473229279,0.188425032,0.152898074,0.421291436,0.203328742
B,9,1,Standard,W,8,0.489467044,0.198490365,0.158848071,0.447229115,0.218406681
B,9,1,Standard,W,9,0.563113268,0.248149551,0.186564427,0.576402785,0.284679578
B,9,1,Standard,W,10,0.527833023,0.226413419,0.17690984,0.505239486,0.274743485
B,9,1,Standard,W,11,0.555284081,0.247136877,0.187848919,0.561187273,0.287318761
B,9,1,Standard,W,12,0.523734976,0.227546507,0.17871925,0.501015566,0.259367288
B,9,1,Standard,W,13,0.54632318,0.246539402,0.188771221,0.550316215,0.274798833
B,9,1,Standard,W,14,0.554628431,0.24781361,0.186501326,0.57415737,0.303549322
B,9,1,Standard,W,15,0.545164338,0.237784967,0.179032906,0.564432605,0.284911799
B,9,1,Standard,W,16,0.580904771,0.26325835,0.190412553,0.646211296,0.312026662
B,9,1,Standard,W,17,0.59683337,0.276670034,0.19971527,0.66290664,0.351349422
B,9,1,Standard,W,18,0.589899923,0.272010637,0.200297364,0.630098129,0.335829142
B,9,1,Standard,W,19,0.591637452,0.27350025,0.20063438,0.636405857,0.334632616
B,9,1,Standard,W,20,0.599932939,0.27518667,0.200880806,0.645181826,0.3655045
B,9,1,Standard,W,21,0.607143828,0.291233943,0.212130455,0.663105893,0.340807721
B,9,1,Standard,W,22,0.633709281,0.306968187,0.21981674,0.703773716,0.400046378
B,9,1,Standard,W,23,0.58529486,0.262654593,0.192812645,0.62348542,0.374514165
B,9,1,Standard,W,24,0.590438108,0.275245174,0.20367882,0.624526902,0.330538407
B,9,1,Standard,W,25,0.594481925,0.275729014,0.205332544,0.615963837,0.356255703
B,9,1,Standard,W,26,0.575352197,0.261221564,0.198800705,0.575363619,0.324719991
B,9,1,Standard,W,27,0.554494727,0.250904497,0.19465173,0.539485837,0.29472135
B,9,1,Standard,W,28,0.548301741,0.23767416,0.184009513,0.528584512,0.305466036
B,9,1,Standard,W,29,0.531559638,0.230089768,0.18032414,0.505439119,0.274448248
B,9,1,Standard,W,30,0.557977196,0.24919767,0.190680738,0.555432976,0.310795918
B,8,30,KXI,A,1,0.44014513,0.162880823,0.130765954,0.401014919,0.212678453
B,8,30,KXI,A,2,0.450668921,0.170602063,0.134647868,0.433119649,0.219972572
B,8,30,KXI,A,3,0.500357169,0.201518861,0.151812316,0.51862375,0.267465165
B,8,30,KXI,A,4,0.496389894,0.20295678,0.155927172,0.493875547,0.258215845
B,8,30,KXI,A,5,0.476087165,0.186452506,0.144213544,0.469828052,0.23442603
B,8,30,KXI,A,6,0.452020136,0.165704925,0.131120238,0.426578807,0.226327451
B,8,30,KXI,A,7,0.444324255,0.165336983,0.129814618,0.430730601,0.218017684
B,8,30,KXI,A,8,0.42845666,0.160508058,0.128555282,0.402411579,0.190631241
B,8,30,KXI,A,9,0.45227103,0.172219237,0.13485432,0.445533908,0.20182981
B,8,30,KXI,A,10,0.423932231,0.153557718,0.125018566,0.379131891,0.18581718
B,8,30,KXI,A,11,0.422280339,0.160044739,0.13233704,0.368854583,0.166263066
B,8,30,KXI,A,12,0.506457146,0.211071301,0.163062445,0.506977173,0.230068663
B,8,30,KXI,A,13,0.517345286,0.212461662,0.163622243,0.513284067,0.247631587
B,8,30,KXI,A,14,0.506300779,0.219583261,0.170376152,0.509528959,0.219249798
B,8,30,KXI,A,15,0.505907631,0.215768726,0.169454081,0.4864172,0.221820166
B,8,30,KXI,A,16,0.50715036,0.217721116,0.170915155,0.491315988,0.22853065
B,8,30,KXI,A,17,0.50837787,0.216317625,0.170783521,0.483644456,0.239769025
B,8,30,KXI,A,18,0.483179068,0.196491407,0.156254738,0.453700888,0.22910645
B,8,30,KXI,A,19,0.478316899,0.187238415,0.14736095,0.455032081,0.229988324
B,8,30,KXI,A,20,0.515611686,0.213983023,0.165673745,0.509878945,0.259371385
B,8,30,KXI,A,21,0.485676478,0.193644678,0.153142366,0.45616318,0.233160654
B,8,30,KXI,A,22,0.463386565,0.178184964,0.143343932,0.417765219,0.217006494
B,8,30,KXI,A,23,0.464605973,0.178786298,0.14218602,0.426435883,0.222224113
B,8,30,KXI,A,24,0.454891203,0.173433585,0.140342392,0.405764355,0.204713134
B,8,30,KXI,A,25,0.482484247,0.197418673,0.155517106,0.457424405,0.230925864
B,8,30,KXI,A,26,0.460501849,0.177142293,0.142896408,0.409729481,0.22662887
B,8,30,KXI,A,27,0.440142067,0.167272439,0.136138652,0.388432161,0.216305479
B,8,30,KXI,A,28,0.452945208,0.174803178,0.141987784,0.401033457,0.223591468
B,8,30,KXI,A,29,0.436388727,0.164834394,0.134659628,0.380270853,0.213642743
B,8,30,KXI,A,30,0.459026153,0.178238318,0.143966116,0.409196423,0.238796906
B,4,10,KXI,W,1,0.456075797,0.191699106,0.164948419,0.350395742,0.191684745
B,4,10,KXI,W,2,0.422834818,0.168155889,0.145985349,0.314610601,0.178616944
B,4,10,KXI,W,3,0.434768174,0.1744083,0.15014946,0.333127855,0.184177902
B,4,10,KXI,W,4,0.4175667,0.17199944,0.148391175,0.329552376,0.173724682
B,4,10,KXI,W,5,0.447706248,0.18614275,0.155134308,0.384081514,0.196098251
B,4,10,KXI,W,6,0.440966985,0.180330512,0.149634755,0.382008314,0.197504197
B,4,10,KXI,W,7,0.438371062,0.176590151,0.146149615,0.382328971,0.200543274
B,4,10,KXI,W,8,0.404691993,0.162262871,0.136658076,0.346150036,0.17201246
B,4,10,KXI,W,9,0.394679978,0.159360532,0.135037203,0.3370696,0.166696053
B,4,10,KXI,W,10,0.405124074,0.165041783,0.137487642,0.36079431,0.179416239
B,4,10,KXI,W,11,0.426104487,0.167445795,0.138308543,0.375544559,0.195425112
B,4,10,KXI,W,12,0.459808961,0.193626372,0.155324464,0.440590614,0.207700447
B,4,10,KXI,W,13,0.503114375,0.213462307,0.167141532,0.495194241,0.252467106
B,4,10,KXI,W,14,0.522436803,0.2273048,0.177726205,0.510072924,0.264061001
B,4,10,KXI,W,15,0.525623696,0.231786039,0.179679505,0.52585558,0.260141955
B,4,10,KXI,W,16,0.527202645,0.222143547,0.170925556,0.522222661,0.278960217
B,4,10,KXI,W,17,0.486693408,0.194287112,0.154228327,0.453524805,0.24035337
B,4,10,KXI,W,18,0.480940953,0.198054859,0.156523436,0.459566413,0.234808442
B,4,10,KXI,W,19,0.489183444,0.208342545,0.16384561,0.478523528,0.240479164
B,4,10,KXI,W,20,0.505134966,0.222676663,0.17446765,0.499635705,0.253824019
B,4,10,KXI,W,21,0.539064272,0.248435289,0.190608848,0.552797925,0.291389667
B,4,10,KXI,W,22,0.537959046,0.243478208,0.185207683,0.556304465,0.300902408
B,4,10,KXI,W,23,0.530549735,0.241895353,0.187022329,0.533793214,0.285511867
B,4,10,KXI,W,24,0.537724249,0.249266678,0.193569377,0.534605057,0.282385584
B,4,10,KXI,W,25,0.51498833,0.235527258,0.186907261,0.494898282,0.267104368
B,4,10,KXI,W,26,0.493798686,0.224402992,0.179780052,0.470820498,0.252016289
B,4,10,KXI,W,27,0.50420598,0.224965272,0.180422826,0.46979073,0.258970763
B,4,10,KXI,W,28,0.49032092,0.221010701,0.17739641,0.462442204,0.250979432
B,4,10,KXI,W,29,0.469905585,0.210409838,0.173140385,0.421440548,0.234469839
B,4,10,KXI,W,30,0.458236225,0.1975449,0.162925367,0.404679801,0.230815164
B,1,10,KXI,A,1,0.447806535,0.173574296,0.138997402,0.419830359,0.212408974
B,1,10,KXI,A,2,0.503524826,0.217848149,0.165477444,0.522820373,0.242893944
B,1,10,KXI,A,3,0.513179791,0.222936475,0.167954842,0.545100848,0.2770983
B,1,10,KXI,A,4,0.476545438,0.187664202,0.14232135,0.498289645,0.262112863
B,1,10,KXI,A,5,0.449196329,0.171511979,0.132779224,0.455884629,0.222443803
B,1,10,KXI,A,6,0.425540428,0.162072697,0.128377877,0.417648862,0.194953833
B,1,10,KXI,A,7,0.405027113,0.15739652,0.1281446,0.37573195,0.164215727
B,1,10,KXI,A,8,0.439246549,0.173233891,0.140517789,0.403709907,0.18602633
B,1,10,KXI,A,9,0.442505466,0.173009979,0.141439984,0.392619382,0.178628331
B,1,10,KXI,A,10,0.443777421,0.174536333,0.143889513,0.381848094,0.169808644
B,1,10,KXI,A,11,0.415058153,0.157301412,0.133648862,0.32815731,0.14990851
B,1,10,KXI,A,12,0.440757569,0.175414268,0.145881982,0.374068718,0.171912957
B,1,10,KXI,A,13,0.45274314,0.183531963,0.150591551,0.397694037,0.19389923
B,1,10,KXI,A,14,0.456296112,0.184558278,0.151784586,0.395548228,0.188425228
B,1,10,KXI,A,15,0.454473178,0.180471016,0.149476376,0.385273884,0.182133076
B,1,10,KXI,A,16,0.481486497,0.201169891,0.161847827,0.439872946,0.207680576
B,1,10,KXI,A,17,0.509238351,0.220424713,0.17433777,0.48257884,0.228298783
B,1,10,KXI,A,18,0.463238484,0.18456361,0.150578243,0.406323909,0.185410275
B,1,10,KXI,A,19,0.450797372,0.179098965,0.145210804,0.40759652,0.185272353
B,1,10,KXI,A,20,0.46285424,0.187512638,0.149473528,0.43307917,0.203427153
B,1,10,KXI,A,21,0.4770174,0.195283659,0.154850586,0.45487194,0.209816566
B,1,10,KXI,A,22,0.462506232,0.178446472,0.142543438,0.427984033,0.199259568
B,1,10,KXI,A,23,0.452323883,0.173578429,0.139818667,0.411085699,0.195657733
B,1,10,KXI,A,24,0.463882718,0.181658837,0.145667109,0.427614463,0.203759068
B,1,10,KXI,A,25,0.456486691,0.180308069,0.145440515,0.416275685,0.197610215
B,1,10,KXI,A,26,0.470866949,0.188211998,0.148778689,0.45046711,0.216551698
B,1,10,KXI,A,27,0.465387869,0.186289588,0.146875102,0.451365781,0.221033105
B,1,10,KXI,A,28,0.484470472,0.202722232,0.158049722,0.481758273,0.227579904
B,1,10,KXI,A,29,0.469093255,0.189446562,0.150030023,0.446229186,0.224846825
B,1,10,KXI,A,30,0.430778723,0.169546023,0.138144144,0.391327818,0.198373915
B,7,NA,Control,NA,1,0.467120057,0.175671907,0.142780747,0.403255135,0.22006524
B,7,NA,Control,NA,2,0.457903351,0.174508136,0.140728486,0.411960087,0.220810862
B,7,NA,Control,NA,3,0.48927265,0.1927676,0.150034608,0.473943195,0.248767622
B,7,NA,Control,NA,4,0.500949324,0.199409826,0.155132273,0.483602613,0.260786642
B,7,NA,Control,NA,5,0.499656993,0.197055445,0.153376423,0.479469746,0.260882462
B,7,NA,Control,NA,6,0.484939306,0.185335064,0.144722502,0.464026359,0.25086428
B,7,NA,Control,NA,7,0.47138028,0.178544672,0.141719849,0.435875345,0.233956798
B,7,NA,Control,NA,8,0.457875841,0.177228574,0.140904552,0.430229834,0.221092327
B,7,NA,Control,NA,9,0.509470708,0.207673466,0.159189165,0.51105299,0.263973906
B,7,NA,Control,NA,10,0.501438682,0.203902423,0.158513995,0.487578132,0.24688518
B,7,NA,Control,NA,11,0.516404664,0.215862591,0.164609889,0.526874863,0.239795949
B,7,NA,Control,NA,12,0.577075034,0.259776548,0.190146379,0.626805556,0.292112706
B,7,NA,Control,NA,13,0.585253659,0.26180396,0.191792582,0.627318531,0.320806833
B,7,NA,Control,NA,14,0.550695066,0.235708841,0.176340729,0.57309962,0.289327162
B,7,NA,Control,NA,15,0.496120678,0.20911895,0.162861903,0.488219273,0.222241177
